Fecha;Territorio;Medida;Valor;
02/09/2020;Andalucía;Confirmados PDIA 14 días;9367;
02/09/2020;Andalucía;Confirmados PDIA 7 días;4795;
02/09/2020;Andalucía;Total confirmados ;36548;
02/09/2020;Andalucía;Hospitalizados;7403;
02/09/2020;Andalucía;Total UCI;871;
02/09/2020;Andalucía;Fallecidos;1521;
02/09/2020;Andalucía;Curados;18181;
02/09/2020;Almería;Confirmados PDIA;5013;
02/09/2020;Almería;Aumento;162;
02/09/2020;Almería;Confirmados PDIA 14 días;1814;
02/09/2020;Almería;Confirmados PDIA 7 días;916;
02/09/2020;Almería;Total confirmados ;5291;
02/09/2020;Almería;Hospitalizados;573;
02/09/2020;Almería;Total UCI;84;
02/09/2020;Almería;Fallecidos;81;
02/09/2020;Almería;Curados;1646;
02/09/2020;Cádiz;Confirmados PDIA;3257;
02/09/2020;Cádiz;Aumento;71;
02/09/2020;Cádiz;Confirmados PDIA 14 días;1112;
02/09/2020;Cádiz;Confirmados PDIA 7 días;566;
02/09/2020;Cádiz;Total confirmados ;3585;
02/09/2020;Cádiz;Hospitalizados;699;
02/09/2020;Cádiz;Total UCI;92;
02/09/2020;Cádiz;Fallecidos;182;
02/09/2020;Cádiz;Curados;1795;
02/09/2020;Córdoba;Confirmados PDIA;3127;
02/09/2020;Córdoba;Aumento;87;
02/09/2020;Córdoba;Confirmados PDIA 14 días;1002;
02/09/2020;Córdoba;Confirmados PDIA 7 días;496;
02/09/2020;Córdoba;Total confirmados ;3532;
02/09/2020;Córdoba;Hospitalizados;645;
02/09/2020;Córdoba;Total UCI;83;
02/09/2020;Córdoba;Fallecidos;121;
02/09/2020;Córdoba;Curados;1845;
02/09/2020;Granada;Confirmados PDIA;4394;
02/09/2020;Granada;Aumento;73;
02/09/2020;Granada;Confirmados PDIA 14 días;908;
02/09/2020;Granada;Confirmados PDIA 7 días;471;
02/09/2020;Granada;Total confirmados ;5199;
02/09/2020;Granada;Hospitalizados;1328;
02/09/2020;Granada;Total UCI;142;
02/09/2020;Granada;Fallecidos;298;
02/09/2020;Granada;Curados;3043;
02/09/2020;Huelva;Confirmados PDIA;711;
02/09/2020;Huelva;Aumento;15;
02/09/2020;Huelva;Confirmados PDIA 14 días;158;
02/09/2020;Huelva;Confirmados PDIA 7 días;91;
02/09/2020;Huelva;Total confirmados ;838;
02/09/2020;Huelva;Hospitalizados;233;
02/09/2020;Huelva;Total UCI;32;
02/09/2020;Huelva;Fallecidos;51;
02/09/2020;Huelva;Curados;504;
02/09/2020;Jaén;Confirmados PDIA;2302;
02/09/2020;Jaén;Aumento;31;
02/09/2020;Jaén;Confirmados PDIA 14 días;480;
02/09/2020;Jaén;Confirmados PDIA 7 días;268;
02/09/2020;Jaén;Total confirmados ;2800;
02/09/2020;Jaén;Hospitalizados;824;
02/09/2020;Jaén;Total UCI;96;
02/09/2020;Jaén;Fallecidos;194;
02/09/2020;Jaén;Curados;1917;
02/09/2020;Málaga;Confirmados PDIA;8041;
02/09/2020;Málaga;Aumento;326;
02/09/2020;Málaga;Confirmados PDIA 14 días;2592;
02/09/2020;Málaga;Confirmados PDIA 7 días;1314;
02/09/2020;Málaga;Total confirmados ;9823;
02/09/2020;Málaga;Hospitalizados;1778;
02/09/2020;Málaga;Total UCI;178;
02/09/2020;Málaga;Fallecidos;298;
02/09/2020;Málaga;Curados;4300;
02/09/2020;Sevilla;Confirmados PDIA;4806;
02/09/2020;Sevilla;Aumento;119;
02/09/2020;Sevilla;Confirmados PDIA 14 días;1301;
02/09/2020;Sevilla;Confirmados PDIA 7 días;673;
02/09/2020;Sevilla;Total confirmados ;5480;
02/09/2020;Sevilla;Hospitalizados;1323;
02/09/2020;Sevilla;Total UCI;164;
02/09/2020;Sevilla;Fallecidos;296;
02/09/2020;Sevilla;Curados;3131;
01/09/2020;Andalucía;Confirmados PDIA;30767;
01/09/2020;Andalucía;Aumento;955;
01/09/2020;Andalucía;Confirmados PDIA 14 días;9048;
01/09/2020;Andalucía;Confirmados PDIA 7 días;4676;
01/09/2020;Andalucía;Total confirmados ;35664;
01/09/2020;Andalucía;Hospitalizados;7333;
01/09/2020;Andalucía;Total UCI;867;
01/09/2020;Andalucía;Fallecidos;1515;
01/09/2020;Andalucía;Curados;18056;
01/09/2020;Almería;Confirmados PDIA;4851;
01/09/2020;Almería;Aumento;233;
01/09/2020;Almería;Confirmados PDIA 14 días;1768;
01/09/2020;Almería;Confirmados PDIA 7 días;875;
01/09/2020;Almería;Total confirmados ;5129;
01/09/2020;Almería;Hospitalizados;556;
01/09/2020;Almería;Total UCI;81;
01/09/2020;Almería;Fallecidos;78;
01/09/2020;Almería;Curados;1602;
01/09/2020;Cádiz;Confirmados PDIA;3186;
01/09/2020;Cádiz;Aumento;82;
01/09/2020;Cádiz;Confirmados PDIA 14 días;1123;
01/09/2020;Cádiz;Confirmados PDIA 7 días;586;
01/09/2020;Cádiz;Total confirmados ;3514;
01/09/2020;Cádiz;Hospitalizados;692;
01/09/2020;Cádiz;Total UCI;92;
01/09/2020;Cádiz;Fallecidos;181;
01/09/2020;Cádiz;Curados;1790;
01/09/2020;Córdoba;Confirmados PDIA;3040;
01/09/2020;Córdoba;Aumento;89;
01/09/2020;Córdoba;Confirmados PDIA 14 días;965;
01/09/2020;Córdoba;Confirmados PDIA 7 días;476;
01/09/2020;Córdoba;Total confirmados ;3445;
01/09/2020;Córdoba;Hospitalizados;635;
01/09/2020;Córdoba;Total UCI;83;
01/09/2020;Córdoba;Fallecidos;121;
01/09/2020;Córdoba;Curados;1826;
01/09/2020;Granada;Confirmados PDIA;4321;
01/09/2020;Granada;Aumento;68;
01/09/2020;Granada;Confirmados PDIA 14 días;897;
01/09/2020;Granada;Confirmados PDIA 7 días;473;
01/09/2020;Granada;Total confirmados ;5126;
01/09/2020;Granada;Hospitalizados;1320;
01/09/2020;Granada;Total UCI;142;
01/09/2020;Granada;Fallecidos;298;
01/09/2020;Granada;Curados;3040;
01/09/2020;Huelva;Confirmados PDIA;696;
01/09/2020;Huelva;Aumento;0;
01/09/2020;Huelva;Confirmados PDIA 14 días;157;
01/09/2020;Huelva;Confirmados PDIA 7 días;92;
01/09/2020;Huelva;Total confirmados ;823;
01/09/2020;Huelva;Hospitalizados;233;
01/09/2020;Huelva;Total UCI;32;
01/09/2020;Huelva;Fallecidos;51;
01/09/2020;Huelva;Curados;504;
01/09/2020;Jaén;Confirmados PDIA;2271;
01/09/2020;Jaén;Aumento;26;
01/09/2020;Jaén;Confirmados PDIA 14 días;468;
01/09/2020;Jaén;Confirmados PDIA 7 días;277;
01/09/2020;Jaén;Total confirmados ;2769;
01/09/2020;Jaén;Hospitalizados;825;
01/09/2020;Jaén;Total UCI;96;
01/09/2020;Jaén;Fallecidos;195;
01/09/2020;Jaén;Curados;1914;
01/09/2020;Málaga;Confirmados PDIA;7715;
01/09/2020;Málaga;Aumento;308;
01/09/2020;Málaga;Confirmados PDIA 14 días;2420;
01/09/2020;Málaga;Confirmados PDIA 7 días;1244;
01/09/2020;Málaga;Total confirmados ;9497;
01/09/2020;Málaga;Hospitalizados;1759;
01/09/2020;Málaga;Total UCI;178;
01/09/2020;Málaga;Fallecidos;298;
01/09/2020;Málaga;Curados;4284;
01/09/2020;Sevilla;Confirmados PDIA;4687;
01/09/2020;Sevilla;Aumento;149;
01/09/2020;Sevilla;Confirmados PDIA 14 días;1250;
01/09/2020;Sevilla;Confirmados PDIA 7 días;653;
01/09/2020;Sevilla;Total confirmados ;5361;
01/09/2020;Sevilla;Hospitalizados;1313;
01/09/2020;Sevilla;Total UCI;163;
01/09/2020;Sevilla;Fallecidos;293;
01/09/2020;Sevilla;Curados;3096;
31/08/2020;Andalucía;Confirmados PDIA;29812;
31/08/2020;Andalucía;Aumento;592;
31/08/2020;Andalucía;Confirmados PDIA 14 días;8629;
31/08/2020;Andalucía;Confirmados PDIA 7 días;4320;
31/08/2020;Andalucía;Total confirmados ;34710;
31/08/2020;Andalucía;Hospitalizados;7257;
31/08/2020;Andalucía;Total UCI;859;
31/08/2020;Andalucía;Fallecidos;1508;
31/08/2020;Andalucía;Curados;18007;
31/08/2020;Almería;Confirmados PDIA;4618;
31/08/2020;Almería;Aumento;87;
31/08/2020;Almería;Confirmados PDIA 14 días;1659;
31/08/2020;Almería;Confirmados PDIA 7 días;743;
31/08/2020;Almería;Total confirmados ;4895;
31/08/2020;Almería;Hospitalizados;538;
31/08/2020;Almería;Total UCI;78;
31/08/2020;Almería;Fallecidos;74;
31/08/2020;Almería;Curados;1603;
31/08/2020;Cádiz;Confirmados PDIA;3104;
31/08/2020;Cádiz;Aumento;81;
31/08/2020;Cádiz;Confirmados PDIA 14 días;1094;
31/08/2020;Cádiz;Confirmados PDIA 7 días;570;
31/08/2020;Cádiz;Total confirmados ;3433;
31/08/2020;Cádiz;Hospitalizados;683;
31/08/2020;Cádiz;Total UCI;90;
31/08/2020;Cádiz;Fallecidos;181;
31/08/2020;Cádiz;Curados;1789;
31/08/2020;Córdoba;Confirmados PDIA;2951;
31/08/2020;Córdoba;Aumento;31;
31/08/2020;Córdoba;Confirmados PDIA 14 días;923;
31/08/2020;Córdoba;Confirmados PDIA 7 días;426;
31/08/2020;Córdoba;Total confirmados ;3357;
31/08/2020;Córdoba;Hospitalizados;627;
31/08/2020;Córdoba;Total UCI;83;
31/08/2020;Córdoba;Fallecidos;121;
31/08/2020;Córdoba;Curados;1819;
31/08/2020;Granada;Confirmados PDIA;4253;
31/08/2020;Granada;Aumento;99;
31/08/2020;Granada;Confirmados PDIA 14 días;859;
31/08/2020;Granada;Confirmados PDIA 7 días;452;
31/08/2020;Granada;Total confirmados ;5058;
31/08/2020;Granada;Hospitalizados;1312;
31/08/2020;Granada;Total UCI;142;
31/08/2020;Granada;Fallecidos;297;
31/08/2020;Granada;Curados;3040;
31/08/2020;Huelva;Confirmados PDIA;696;
31/08/2020;Huelva;Aumento;22;
31/08/2020;Huelva;Confirmados PDIA 14 días;160;
31/08/2020;Huelva;Confirmados PDIA 7 días;94;
31/08/2020;Huelva;Total confirmados ;823;
31/08/2020;Huelva;Hospitalizados;233;
31/08/2020;Huelva;Total UCI;32;
31/08/2020;Huelva;Fallecidos;51;
31/08/2020;Huelva;Curados;504;
31/08/2020;Jaén;Confirmados PDIA;2245;
31/08/2020;Jaén;Aumento;56;
31/08/2020;Jaén;Confirmados PDIA 14 días;459;
31/08/2020;Jaén;Confirmados PDIA 7 días;289;
31/08/2020;Jaén;Total confirmados ;2743;
31/08/2020;Jaén;Hospitalizados;823;
31/08/2020;Jaén;Total UCI;94;
31/08/2020;Jaén;Fallecidos;194;
31/08/2020;Jaén;Curados;1911;
31/08/2020;Málaga;Confirmados PDIA;7407;
31/08/2020;Málaga;Aumento;132;
31/08/2020;Málaga;Confirmados PDIA 14 días;2330;
31/08/2020;Málaga;Confirmados PDIA 7 días;1147;
31/08/2020;Málaga;Total confirmados ;9189;
31/08/2020;Málaga;Hospitalizados;1746;
31/08/2020;Málaga;Total UCI;178;
31/08/2020;Málaga;Fallecidos;297;
31/08/2020;Málaga;Curados;4255;
31/08/2020;Sevilla;Confirmados PDIA;4538;
31/08/2020;Sevilla;Aumento;84;
31/08/2020;Sevilla;Confirmados PDIA 14 días;1145;
31/08/2020;Sevilla;Confirmados PDIA 7 días;599;
31/08/2020;Sevilla;Total confirmados ;5212;
31/08/2020;Sevilla;Hospitalizados;1295;
31/08/2020;Sevilla;Total UCI;162;
31/08/2020;Sevilla;Fallecidos;293;
31/08/2020;Sevilla;Curados;3086;
30/08/2020;Andalucía;Confirmados PDIA;29220;
30/08/2020;Andalucía;Aumento;619;
30/08/2020;Andalucía;Confirmados PDIA 14 días;8417;
30/08/2020;Andalucía;Confirmados PDIA 7 días;4344;
30/08/2020;Andalucía;Total confirmados ;34117;
30/08/2020;Andalucía;Hospitalizados;7238;
30/08/2020;Andalucía;Total UCI;855;
30/08/2020;Andalucía;Fallecidos;1503;
30/08/2020;Andalucía;Curados;17938;
30/08/2020;Almería;Confirmados PDIA;4531;
30/08/2020;Almería;Aumento;83;
30/08/2020;Almería;Confirmados PDIA 14 días;1639;
30/08/2020;Almería;Confirmados PDIA 7 días;810;
30/08/2020;Almería;Total confirmados ;4808;
30/08/2020;Almería;Hospitalizados;536;
30/08/2020;Almería;Total UCI;78;
30/08/2020;Almería;Fallecidos;73;
30/08/2020;Almería;Curados;1560;
30/08/2020;Cádiz;Confirmados PDIA;3023;
30/08/2020;Cádiz;Aumento;90;
30/08/2020;Cádiz;Confirmados PDIA 14 días;1072;
30/08/2020;Cádiz;Confirmados PDIA 7 días;567;
30/08/2020;Cádiz;Total confirmados ;3352;
30/08/2020;Cádiz;Hospitalizados;681;
30/08/2020;Cádiz;Total UCI;90;
30/08/2020;Cádiz;Fallecidos;179;
30/08/2020;Cádiz;Curados;1770;
30/08/2020;Córdoba;Confirmados PDIA;2920;
30/08/2020;Córdoba;Aumento;68;
30/08/2020;Córdoba;Confirmados PDIA 14 días;945;
30/08/2020;Córdoba;Confirmados PDIA 7 días;490;
30/08/2020;Córdoba;Total confirmados ;3326;
30/08/2020;Córdoba;Hospitalizados;626;
30/08/2020;Córdoba;Total UCI;82;
30/08/2020;Córdoba;Fallecidos;120;
30/08/2020;Córdoba;Curados;1819;
30/08/2020;Granada;Confirmados PDIA;4154;
30/08/2020;Granada;Aumento;39;
30/08/2020;Granada;Confirmados PDIA 14 días;785;
30/08/2020;Granada;Confirmados PDIA 7 días;399;
30/08/2020;Granada;Total confirmados ;4959;
30/08/2020;Granada;Hospitalizados;1311;
30/08/2020;Granada;Total UCI;142;
30/08/2020;Granada;Fallecidos;297;
30/08/2020;Granada;Curados;3039;
30/08/2020;Huelva;Confirmados PDIA;674;
30/08/2020;Huelva;Aumento;24;
30/08/2020;Huelva;Confirmados PDIA 14 días;139;
30/08/2020;Huelva;Confirmados PDIA 7 días;79;
30/08/2020;Huelva;Total confirmados ;800;
30/08/2020;Huelva;Hospitalizados;233;
30/08/2020;Huelva;Total UCI;32;
30/08/2020;Huelva;Fallecidos;51;
30/08/2020;Huelva;Curados;504;
30/08/2020;Jaén;Confirmados PDIA;2189;
30/08/2020;Jaén;Aumento;69;
30/08/2020;Jaén;Confirmados PDIA 14 días;423;
30/08/2020;Jaén;Confirmados PDIA 7 días;260;
30/08/2020;Jaén;Total confirmados ;2687;
30/08/2020;Jaén;Hospitalizados;823;
30/08/2020;Jaén;Total UCI;94;
30/08/2020;Jaén;Fallecidos;194;
30/08/2020;Jaén;Curados;1911;
30/08/2020;Málaga;Confirmados PDIA;7275;
30/08/2020;Málaga;Aumento;164;
30/08/2020;Málaga;Confirmados PDIA 14 días;2320;
30/08/2020;Málaga;Confirmados PDIA 7 días;1162;
30/08/2020;Málaga;Total confirmados ;9057;
30/08/2020;Málaga;Hospitalizados;1733;
30/08/2020;Málaga;Total UCI;175;
30/08/2020;Málaga;Fallecidos;296;
30/08/2020;Málaga;Curados;4250;
30/08/2020;Sevilla;Confirmados PDIA;4454;
30/08/2020;Sevilla;Aumento;82;
30/08/2020;Sevilla;Confirmados PDIA 14 días;1094;
30/08/2020;Sevilla;Confirmados PDIA 7 días;577;
30/08/2020;Sevilla;Total confirmados ;5128;
30/08/2020;Sevilla;Hospitalizados;1295;
30/08/2020;Sevilla;Total UCI;162;
30/08/2020;Sevilla;Fallecidos;293;
30/08/2020;Sevilla;Curados;3085;
29/08/2020;Andalucía;Confirmados PDIA;28601;
29/08/2020;Andalucía;Aumento;860;
29/08/2020;Andalucía;Confirmados PDIA 14 días;8383;
29/08/2020;Andalucía;Confirmados PDIA 7 días;4404;
29/08/2020;Andalucía;Total confirmados ;33494;
29/08/2020;Andalucía;Hospitalizados;7202;
29/08/2020;Andalucía;Total UCI;852;
29/08/2020;Andalucía;Fallecidos;1500;
29/08/2020;Andalucía;Curados;17888;
29/08/2020;Almería;Confirmados PDIA;4448;
29/08/2020;Almería;Aumento;190;
29/08/2020;Almería;Confirmados PDIA 14 días;1705;
29/08/2020;Almería;Confirmados PDIA 7 días;880;
29/08/2020;Almería;Total confirmados ;4724;
29/08/2020;Almería;Hospitalizados;526;
29/08/2020;Almería;Total UCI;76;
29/08/2020;Almería;Fallecidos;71;
29/08/2020;Almería;Curados;1542;
29/08/2020;Cádiz;Confirmados PDIA;2933;
29/08/2020;Cádiz;Aumento;96;
29/08/2020;Cádiz;Confirmados PDIA 14 días;1070;
29/08/2020;Cádiz;Confirmados PDIA 7 días;528;
29/08/2020;Cádiz;Total confirmados ;3261;
29/08/2020;Cádiz;Hospitalizados;679;
29/08/2020;Cádiz;Total UCI;90;
29/08/2020;Cádiz;Fallecidos;179;
29/08/2020;Cádiz;Curados;1739;
29/08/2020;Córdoba;Confirmados PDIA;2852;
29/08/2020;Córdoba;Aumento;84;
29/08/2020;Córdoba;Confirmados PDIA 14 días;937;
29/08/2020;Córdoba;Confirmados PDIA 7 días;513;
29/08/2020;Córdoba;Total confirmados ;3258;
29/08/2020;Córdoba;Hospitalizados;622;
29/08/2020;Córdoba;Total UCI;82;
29/08/2020;Córdoba;Fallecidos;120;
29/08/2020;Córdoba;Curados;1819;
29/08/2020;Granada;Confirmados PDIA;4115;
29/08/2020;Granada;Aumento;57;
29/08/2020;Granada;Confirmados PDIA 14 días;795;
29/08/2020;Granada;Confirmados PDIA 7 días;430;
29/08/2020;Granada;Total confirmados ;4920;
29/08/2020;Granada;Hospitalizados;1305;
29/08/2020;Granada;Total UCI;141;
29/08/2020;Granada;Fallecidos;296;
29/08/2020;Granada;Curados;3039;
29/08/2020;Huelva;Confirmados PDIA;650;
29/08/2020;Huelva;Aumento;8;
29/08/2020;Huelva;Confirmados PDIA 14 días;118;
29/08/2020;Huelva;Confirmados PDIA 7 días;65;
29/08/2020;Huelva;Total confirmados ;776;
29/08/2020;Huelva;Hospitalizados;233;
29/08/2020;Huelva;Total UCI;32;
29/08/2020;Huelva;Fallecidos;51;
29/08/2020;Huelva;Curados;504;
29/08/2020;Jaén;Confirmados PDIA;2120;
29/08/2020;Jaén;Aumento;69;
29/08/2020;Jaén;Confirmados PDIA 14 días;373;
29/08/2020;Jaén;Confirmados PDIA 7 días;212;
29/08/2020;Jaén;Total confirmados ;2618;
29/08/2020;Jaén;Hospitalizados;821;
29/08/2020;Jaén;Total UCI;94;
29/08/2020;Jaén;Fallecidos;194;
29/08/2020;Jaén;Curados;1911;
29/08/2020;Málaga;Confirmados PDIA;7111;
29/08/2020;Málaga;Aumento;231;
29/08/2020;Málaga;Confirmados PDIA 14 días;2299;
29/08/2020;Málaga;Confirmados PDIA 7 días;1182;
29/08/2020;Málaga;Total confirmados ;8891;
29/08/2020;Málaga;Hospitalizados;1722;
29/08/2020;Málaga;Total UCI;175;
29/08/2020;Málaga;Fallecidos;296;
29/08/2020;Málaga;Curados;4249;
29/08/2020;Sevilla;Confirmados PDIA;4372;
29/08/2020;Sevilla;Aumento;125;
29/08/2020;Sevilla;Confirmados PDIA 14 días;1086;
29/08/2020;Sevilla;Confirmados PDIA 7 días;594;
29/08/2020;Sevilla;Total confirmados ;5046;
29/08/2020;Sevilla;Hospitalizados;1294;
29/08/2020;Sevilla;Total UCI;162;
29/08/2020;Sevilla;Fallecidos;293;
29/08/2020;Sevilla;Curados;3085;
28/08/2020;Andalucía;Confirmados PDIA;27741;
28/08/2020;Andalucía;Aumento;909;
28/08/2020;Andalucía;Confirmados PDIA 14 días;8179;
28/08/2020;Andalucía;Confirmados PDIA 7 días;4247;
28/08/2020;Andalucía;Total confirmados ;32631;
28/08/2020;Andalucía;Hospitalizados;7160;
28/08/2020;Andalucía;Total UCI;848;
28/08/2020;Andalucía;Fallecidos;1495;
28/08/2020;Andalucía;Curados;17841;
28/08/2020;Almería;Confirmados PDIA;4258;
28/08/2020;Almería;Aumento;160;
28/08/2020;Almería;Confirmados PDIA 14 días;1673;
28/08/2020;Almería;Confirmados PDIA 7 días;834;
28/08/2020;Almería;Total confirmados ;4534;
28/08/2020;Almería;Hospitalizados;512;
28/08/2020;Almería;Total UCI;74;
28/08/2020;Almería;Fallecidos;71;
28/08/2020;Almería;Curados;1538;
28/08/2020;Cádiz;Confirmados PDIA;2837;
28/08/2020;Cádiz;Aumento;129;
28/08/2020;Cádiz;Confirmados PDIA 14 días;1049;
28/08/2020;Cádiz;Confirmados PDIA 7 días;510;
28/08/2020;Cádiz;Total confirmados ;3165;
28/08/2020;Cádiz;Hospitalizados;675;
28/08/2020;Cádiz;Total UCI;90;
28/08/2020;Cádiz;Fallecidos;177;
28/08/2020;Cádiz;Curados;1737;
28/08/2020;Córdoba;Confirmados PDIA;2768;
28/08/2020;Córdoba;Aumento;76;
28/08/2020;Córdoba;Confirmados PDIA 14 días;917;
28/08/2020;Córdoba;Confirmados PDIA 7 días;498;
28/08/2020;Córdoba;Total confirmados ;3173;
28/08/2020;Córdoba;Hospitalizados;619;
28/08/2020;Córdoba;Total UCI;81;
28/08/2020;Córdoba;Fallecidos;119;
28/08/2020;Córdoba;Curados;1808;
28/08/2020;Granada;Confirmados PDIA;4058;
28/08/2020;Granada;Aumento;103;
28/08/2020;Granada;Confirmados PDIA 14 días;786;
28/08/2020;Granada;Confirmados PDIA 7 días;452;
28/08/2020;Granada;Total confirmados ;4863;
28/08/2020;Granada;Hospitalizados;1300;
28/08/2020;Granada;Total UCI;141;
28/08/2020;Granada;Fallecidos;295;
28/08/2020;Granada;Curados;3039;
28/08/2020;Huelva;Confirmados PDIA;642;
28/08/2020;Huelva;Aumento;18;
28/08/2020;Huelva;Confirmados PDIA 14 días;115;
28/08/2020;Huelva;Confirmados PDIA 7 días;63;
28/08/2020;Huelva;Total confirmados ;768;
28/08/2020;Huelva;Hospitalizados;233;
28/08/2020;Huelva;Total UCI;32;
28/08/2020;Huelva;Fallecidos;51;
28/08/2020;Huelva;Curados;504;
28/08/2020;Jaén;Confirmados PDIA;2051;
28/08/2020;Jaén;Aumento;24;
28/08/2020;Jaén;Confirmados PDIA 14 días;320;
28/08/2020;Jaén;Confirmados PDIA 7 días;177;
28/08/2020;Jaén;Total confirmados ;2549;
28/08/2020;Jaén;Hospitalizados;817;
28/08/2020;Jaén;Total UCI;94;
28/08/2020;Jaén;Fallecidos;194;
28/08/2020;Jaén;Curados;1898;
28/08/2020;Málaga;Confirmados PDIA;6880;
28/08/2020;Málaga;Aumento;283;
28/08/2020;Málaga;Confirmados PDIA 14 días;2261;
28/08/2020;Málaga;Confirmados PDIA 7 días;1180;
28/08/2020;Málaga;Total confirmados ;8658;
28/08/2020;Málaga;Hospitalizados;1713;
28/08/2020;Málaga;Total UCI;174;
28/08/2020;Málaga;Fallecidos;296;
28/08/2020;Málaga;Curados;4233;
28/08/2020;Sevilla;Confirmados PDIA;4247;
28/08/2020;Sevilla;Aumento;116;
28/08/2020;Sevilla;Confirmados PDIA 14 días;1058;
28/08/2020;Sevilla;Confirmados PDIA 7 días;533;
28/08/2020;Sevilla;Total confirmados ;4921;
28/08/2020;Sevilla;Hospitalizados;1291;
28/08/2020;Sevilla;Total UCI;162;
28/08/2020;Sevilla;Fallecidos;292;
28/08/2020;Sevilla;Curados;3084;
27/08/2020;Andalucía;Confirmados PDIA;26832;
27/08/2020;Andalucía;Aumento;816;
27/08/2020;Andalucía;Confirmados PDIA 14 días;7854;
27/08/2020;Andalucía;Confirmados PDIA 7 días;4026;
27/08/2020;Andalucía;Total confirmados ;31721;
27/08/2020;Andalucía;Hospitalizados;7102;
27/08/2020;Andalucía;Total UCI;841;
27/08/2020;Andalucía;Fallecidos;1491;
27/08/2020;Andalucía;Curados;17685;
27/08/2020;Almería;Confirmados PDIA;4098;
27/08/2020;Almería;Aumento;121;
27/08/2020;Almería;Confirmados PDIA 14 días;1669;
27/08/2020;Almería;Confirmados PDIA 7 días;767;
27/08/2020;Almería;Total confirmados ;4374;
27/08/2020;Almería;Hospitalizados;499;
27/08/2020;Almería;Total UCI;73;
27/08/2020;Almería;Fallecidos;69;
27/08/2020;Almería;Curados;1520;
27/08/2020;Cádiz;Confirmados PDIA;2708;
27/08/2020;Cádiz;Aumento;166;
27/08/2020;Cádiz;Confirmados PDIA 14 días;971;
27/08/2020;Cádiz;Confirmados PDIA 7 días;483;
27/08/2020;Cádiz;Total confirmados ;3036;
27/08/2020;Cádiz;Hospitalizados;675;
27/08/2020;Cádiz;Total UCI;88;
27/08/2020;Cádiz;Fallecidos;177;
27/08/2020;Cádiz;Curados;1671;
27/08/2020;Córdoba;Confirmados PDIA;2692;
27/08/2020;Córdoba;Aumento;83;
27/08/2020;Córdoba;Confirmados PDIA 14 días;868;
27/08/2020;Córdoba;Confirmados PDIA 7 días;477;
27/08/2020;Córdoba;Total confirmados ;3096;
27/08/2020;Córdoba;Hospitalizados;608;
27/08/2020;Córdoba;Total UCI;81;
27/08/2020;Córdoba;Fallecidos;118;
27/08/2020;Córdoba;Curados;1801;
27/08/2020;Granada;Confirmados PDIA;3955;
27/08/2020;Granada;Aumento;79;
27/08/2020;Granada;Confirmados PDIA 14 días;730;
27/08/2020;Granada;Confirmados PDIA 7 días;415;
27/08/2020;Granada;Total confirmados ;4760;
27/08/2020;Granada;Hospitalizados;1294;
27/08/2020;Granada;Total UCI;141;
27/08/2020;Granada;Fallecidos;294;
27/08/2020;Granada;Curados;3038;
27/08/2020;Huelva;Confirmados PDIA;624;
27/08/2020;Huelva;Aumento;6;
27/08/2020;Huelva;Confirmados PDIA 14 días;106;
27/08/2020;Huelva;Confirmados PDIA 7 días;64;
27/08/2020;Huelva;Total confirmados ;750;
27/08/2020;Huelva;Hospitalizados;232;
27/08/2020;Huelva;Total UCI;32;
27/08/2020;Huelva;Fallecidos;51;
27/08/2020;Huelva;Curados;504;
27/08/2020;Jaén;Confirmados PDIA;2027;
27/08/2020;Jaén;Aumento;36;
27/08/2020;Jaén;Confirmados PDIA 14 días;323;
27/08/2020;Jaén;Confirmados PDIA 7 días;198;
27/08/2020;Jaén;Total confirmados ;2525;
27/08/2020;Jaén;Hospitalizados;815;
27/08/2020;Jaén;Total UCI;94;
27/08/2020;Jaén;Fallecidos;194;
27/08/2020;Jaén;Curados;1892;
27/08/2020;Málaga;Confirmados PDIA;6597;
27/08/2020;Málaga;Aumento;238;
27/08/2020;Málaga;Confirmados PDIA 14 días;2186;
27/08/2020;Málaga;Confirmados PDIA 7 días;1103;
27/08/2020;Málaga;Total confirmados ;8375;
27/08/2020;Málaga;Hospitalizados;1692;
27/08/2020;Málaga;Total UCI;170;
27/08/2020;Málaga;Fallecidos;296;
27/08/2020;Málaga;Curados;4195;
27/08/2020;Sevilla;Confirmados PDIA;4131;
27/08/2020;Sevilla;Aumento;87;
27/08/2020;Sevilla;Confirmados PDIA 14 días;1001;
27/08/2020;Sevilla;Confirmados PDIA 7 días;519;
27/08/2020;Sevilla;Total confirmados ;4805;
27/08/2020;Sevilla;Hospitalizados;1287;
27/08/2020;Sevilla;Total UCI;162;
27/08/2020;Sevilla;Fallecidos;292;
27/08/2020;Sevilla;Curados;3064;
26/08/2020;Andalucía;Confirmados PDIA;26016;
26/08/2020;Andalucía;Aumento;846;
26/08/2020;Andalucía;Confirmados PDIA 14 días;7576;
26/08/2020;Andalucía;Confirmados PDIA 7 días;3879;
26/08/2020;Andalucía;Total confirmados ;30901;
26/08/2020;Andalucía;Hospitalizados;7039;
26/08/2020;Andalucía;Total UCI;834;
26/08/2020;Andalucía;Fallecidos;1490;
26/08/2020;Andalucía;Curados;17559;
26/08/2020;Almería;Confirmados PDIA;3977;
26/08/2020;Almería;Aumento;124;
26/08/2020;Almería;Confirmados PDIA 14 días;1691;
26/08/2020;Almería;Confirmados PDIA 7 días;778;
26/08/2020;Almería;Total confirmados ;4253;
