"date","province","ccaa","pruebas_pcr_realizadas","new_cases","PCR","TestAc","activos","hospitalized","hospitalized_accumulated","hospitalized_new","intensive_care","deceased","cases_accumulated","cases_accumulated_PCR","recovered","source_name","source","comments"
"2021-06-26","Residentes fuera de Euskadi","País Vasco","","2","","","","","","","","","3361","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70330-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata","Indica ""pruebas diagnósticas"". 2 casos de otras comunidades autónomas u otras procedencias"
"2021-06-27","Residentes fuera de Euskadi","País Vasco","","2","","","","","","","","","3363","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70351-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata","Indica ""test diagnósitcos"". 2 en personas con residencia fuera de Euskadi"
"2021-06-28","Residentes fuera de Euskadi","País Vasco","","6","","","","","","","","","3369","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70367-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata","Indica ""test diagnósitcos"". 6 en personas con residencia fuera de Euskadi"
"2021-06-29","Residentes fuera de Euskadi","País Vasco","","3","","","","","","","","","3372","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70408-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata","Indica ""test diagnósitcos"". 3 en personas con residencia fuera de Euskadi"
"2021-06-30","Residentes fuera de Euskadi","País Vasco","","8","","","","","","","","","3380","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70442-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata","Indica ""test diagnósitcos"". 8 en personas con residencia fuera de Euskadi"
"2021-07-01","Residentes fuera de Euskadi","País Vasco","","13","","","","","","","","","3393","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70475-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata","Indica ""test diagnósitcos"". 13 en personas con residencia fuera de Euskadi"
"2021-07-02","Residentes fuera de Euskadi","País Vasco","","6","","","","","","","","","3400","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70499-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata","Indica ""pruebas diagnósticas"". 6 casos de otras comunidades autónomas u otras procedencias"
"2021-07-03","Residentes fuera de Euskadi","País Vasco","","13","","","","","","","","","3410","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70508-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata","Indica ""pruebas diagnósticas"". 13 casos de otras comunidades autónomas u otras procedencias"
"2021-07-04","Residentes fuera de Euskadi","País Vasco","","9","","","","","","","","","3419","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70520-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata","Indica ""test diagnósitcos"". 9 en personas con residencia fuera de Euskadi"
"2021-07-05","Residentes fuera de Euskadi","País Vasco","","15","","","","","","","","","3434","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70543-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata","Indica ""test diagnósitcos"". 15 en personas con residencia fuera de Euskadi"
"2021-07-06","Residentes fuera de Euskadi","País Vasco","","24","","","","","","","","","3458","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70573-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata","Indica ""test diagnósitcos"". 24 en personas con residencia fuera de Euskadi"
"2021-07-07","Residentes fuera de Euskadi","País Vasco","","33","","","","","","","","","3491","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70587-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 33 en personas con residencia fuera de Euskadi"
"2021-07-08","Residentes fuera de Euskadi","País Vasco","","32","","","","","","","","","3523","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70605-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 32 en personas con residencia fuera de Euskadi"
"2021-07-09","Residentes fuera de Euskadi","País Vasco","","31","","","","","","","","","3550","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70626-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 31 en personas con residencia fuera de Euskadi"
"2021-07-10","Residentes fuera de Euskadi","País Vasco","","46","","","","","","","","","3598","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70628-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 46 en personas con residencia fuera de Euskadi"
"2021-07-11","Residentes fuera de Euskadi","País Vasco","","40","","","","","","","","","3638","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70658-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 40 en personas con residencia fuera de Euskadi"
"2021-07-12","Residentes fuera de Euskadi","País Vasco","","39","","","","","","","","","3677","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70683-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 39 en personas con residencia fuera de Euskadi"
"2021-07-13","Residentes fuera de Euskadi","País Vasco","","35","","","","","","","","","3712","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70701-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 35 en personas con residencia fuera de Euskadi"
"2021-07-14","Residentes fuera de Euskadi","País Vasco","","50","","","","","","","","","3762","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70727-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 50 en personas con residencia fuera de Euskadi"
"2021-07-15","Residentes fuera de Euskadi","País Vasco","","28","","","","","","","","","3790","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70746-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 28 en personas con residencia fuera de Euskadi"
"2021-07-16","Residentes fuera de Euskadi","País Vasco","","147","","","","","","","","","3820","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70763-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""pruebas diagnósticas"". 147 casos de otras comunidades autónomas u otras procedencias"
"2021-07-17","Residentes fuera de Euskadi","País Vasco","","22","","","","","","","","","3842","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70766-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""pruebas diagnósticas"". 22 casos de otras comunidades autónomas u otras procedencias"
"2021-07-18","Residentes fuera de Euskadi","País Vasco","","21","","","","","","","","","3863","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70780-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 21 en personas con residencia fuera de Euskadi"
"2021-07-19","Residentes fuera de Euskadi","País Vasco","","41","","","","","","","","","3904","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70835-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 41 en personas con residencia fuera de Euskadi"
"2021-07-20","Residentes fuera de Euskadi","País Vasco","","40","","","","","","","","","3944","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70873-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 40 en personas con residencia fuera de Euskadi"
"2021-07-21","Residentes fuera de Euskadi","País Vasco","","37","","","","","","","","","3981","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70900-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 37 en personas con residencia fuera de Euskadi"
"2021-07-22","Residentes fuera de Euskadi","País Vasco","","42","","","","","","","","","4023","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70920-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 42 en personas con residencia fuera de Euskadi"
"2021-07-23","Residentes fuera de Euskadi","País Vasco","","42","","","","","","","","","4057","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70932-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""pruebas diagnósticas"". 42 casos de otras comunidades autónomas u otras procedencias"
"2021-07-24","Residentes fuera de Euskadi","País Vasco","","27","","","","","","","","","4089","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70940-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""pruebas diagnósticas"". 27 casos de otras comunidades autónomas u otras procedencias"
"2021-07-25","Residentes fuera de Euskadi","País Vasco","","21","","","","","","","","","4110","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70960-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 21 en personas con residencia fuera de Euskadi"
"2021-07-26","Residentes fuera de Euskadi","País Vasco","","35","","","","","","","","","4145","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/70990-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 35 en personas con residencia fuera de Euskadi"
"2021-07-27","Residentes fuera de Euskadi","País Vasco","","42","","","","","","","","","4187","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/71019-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 42 en personas con residencia fuera de Euskadi"
"2021-07-28","Residentes fuera de Euskadi","País Vasco","","32","","","","","","","","","4216","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/71049-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 32 en personas con residencia fuera de Euskadi"
"2021-07-29","Residentes fuera de Euskadi","País Vasco","","20","","","","","","","","","4236","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/71071-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 20 en personas con residencia fuera de Euskadi"
"2021-07-30","Residentes fuera de Euskadi","País Vasco","","24","","","","","","","","","4263","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/71092-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""pruebas diagnósticas"". 24 casos de otras comunidades autónomas u otras procedencias"
"2021-07-31","Residentes fuera de Euskadi","País Vasco","","16","","","","","","","","","4280","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/71095-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""pruebas diagnósticas"". 16 casos de otras comunidades autónomas u otras procedencias"
"2021-08-01","Residentes fuera de Euskadi","País Vasco","","15","","","","","","","","","4295","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/71095-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 15 en personas con residencia fuera de Euskadi"
"2021-08-02","Residentes fuera de Euskadi","País Vasco","","21","","","","","","","","","4316","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/71116-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 21 en personas con residencia fuera de Euskadi"
"2021-08-03","Residentes fuera de Euskadi","País Vasco","","22","","","","","","","","","4338","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/71119-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 22 en personas con residencia fuera de Euskadi"
"2021-08-04","Residentes fuera de Euskadi","País Vasco","","32","","","","","","","","","4370","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/71125-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 32 en personas con residencia fuera de Euskadi"
"2021-08-05","Residentes fuera de Euskadi","País Vasco","","22","","","","","","","","","4392","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/mobile/es/news/71133;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 22 en personas con residencia fuera de Euskadi"
"2021-08-06","Residentes fuera de Euskadi","País Vasco","","19","","","","","","","","","4415","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/71134-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""pruebas diagnósticas"". 19 casos de otras comunidades autónomas u otras procedencias"
"2021-08-07","Residentes fuera de Euskadi","País Vasco","","37","","","","","","","","","4446","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/71136-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""pruebas diagnósticas"". 37 casos de otras comunidades autónomas u otras procedencias"
"2021-08-08","Residentes fuera de Euskadi","País Vasco","","19","","","","","","","","","4465","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/71137-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 19 en personas con residencia fuera de Euskadi"
"2021-08-09","Residentes fuera de Euskadi","País Vasco","","14","","","","","","","","","4479","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/71146-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 14 en personas con residencia fuera de Euskadi"
"2021-08-10","Residentes fuera de Euskadi","País Vasco","","30","","","","","","","","","4509","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/71151-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 30 en personas con residencia fuera de Euskadi"
"2021-08-11","Residentes fuera de Euskadi","País Vasco","","20","","","","","","","","","4529","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/mobile/es/news/71156;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 20 en personas con residencia fuera de Euskadi"
"2021-08-12","Residentes fuera de Euskadi","País Vasco","","23","","","","","","","","","4552","","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/71160-datos-actualizados-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","Indica ""test diagnósitcos"". 23 en personas con residencia fuera de Euskadi"
"2021-08-13","Residentes fuera de Euskadi","País Vasco","","18","","","","","","","","","4570","","","Irekia","https://www.irekia.euskadi.eus/es/news/71169-datos-actualizados-covid-euskadi","Indica ""pruebas diagnósticas"". 18 casos de otras comunidades autónomas u otras procedencias"
"2021-08-14","Residentes fuera de Euskadi","País Vasco","","8","","","","","","","","","4578","","","Irekia","https://www.irekia.euskadi.eus/es/news/71174-datos-actualizados-covid-euskadi","Indica ""pruebas diagnósticas"". 8 casos de otras comunidades autónomas u otras procedencias"
"2021-08-15","Residentes fuera de Euskadi","País Vasco","","16","","","","","","","","","4594","","","Irekia","https://www.irekia.euskadi.eus/es/news/71176-datos-actualizados-covid","Indica ""test diagnósitcos"". 16 en personas con residencia fuera de Euskadi"
"2021-08-16","Residentes fuera de Euskadi","País Vasco","","21","","","","","","","","","4615","","","Irekia","https://www.irekia.euskadi.eus/es/news/71187-datos-actualizados-covid","Indica ""test diagnósitcos"". 21 en personas con residencia fuera de Euskadi"
"2021-08-17","Residentes fuera de Euskadi","País Vasco","","15","","","","","","","","","4630","","","Irekia","https://www.irekia.euskadi.eus/es/news/71196-datos-actualizados-covid-euskadi","Indica ""test diagnósitcos"". 15 en personas con residencia fuera de Euskadi"
"2021-08-18","Residentes fuera de Euskadi","País Vasco","","16","","","","","","","","","4646","","","Irekia","https://www.irekia.euskadi.eus/es/news/71212-datos-actualizados-covid-euskadi","Indica ""test diagnósitcos"". 16 en personas con residencia fuera de Euskadi"
"2021-08-19","Residentes fuera de Euskadi","País Vasco","","13","","","","","","","","","4659","","","Irekia","https://www.irekia.euskadi.eus/es/news/71216-datos-actualizados-covid","Indica ""test diagnósitcos"". 13 en personas con residencia fuera de Euskadi"
"2021-08-20","Residentes fuera de Euskadi","País Vasco","","11","","","","","","","","","4670","","","Irekia","https://www.irekia.euskadi.eus/es/news/71226-datos-actualizados-covid-euskadi","Indica ""pruebas diagnósticas"". 11 casos de otras comunidades autónomas u otras procedencias"
"2021-08-21","Residentes fuera de Euskadi","País Vasco","","18","","","","","","","","","4688","","","Irekia","https://www.irekia.euskadi.eus/es/news/71228-datos-actualizados-covid-euskadi","Indica ""pruebas diagnósticas"". 18 casos de otras comunidades autónomas u otras procedencias"
"2021-08-22","Residentes fuera de Euskadi","País Vasco","","7","","","","","","","","","4695","","","Irekia","https://www.irekia.euskadi.eus/es/news/71235-datos-actualizados-covid","Indica ""test diagnósitcos"". 7 en personas con residencia fuera de Euskadi"
"2021-08-23","Residentes fuera de Euskadi","País Vasco","","7","","","","","","","","","4702","","","Irekia","https://www.irekia.euskadi.eus/mobile/es/news/71250","Indica ""test diagnósitcos"". 7 en personas con residencia fuera de Euskadi"
"2021-08-24","Residentes fuera de Euskadi","País Vasco","","16","","","","","","","","","4718","","","Irekia","https://www.irekia.euskadi.eus/mobile/es/news/71259","Indica ""test diagnósitcos"". 16 en personas con residencia fuera de Euskadi"
"2021-08-25","Residentes fuera de Euskadi","País Vasco","","14","","","","","","","","","4732","","","Irekia","https://www.irekia.euskadi.eus/es/news/71270-datos-actualizados-covid","Indica ""test diagnósitcos"". 14 en personas con residencia fuera de Euskadi"
"2021-08-26","Residentes fuera de Euskadi","País Vasco","","9","","","","","","","","","4741","","","Irekia","https://www.irekia.euskadi.eus/mobile/es/news/71282","Indica ""test diagnósitcos"". 9 en personas con residencia fuera de Euskadi"
"2021-08-27","Residentes fuera de Euskadi","País Vasco","","20","","","","","","","","","4761","","","Irekia","https://www.irekia.euskadi.eus/es/news/71290-datos-actualizados-covid-euskadi","Indica ""pruebas diagnósticas"".20 casos de otras comunidades autónomas u otras procedencias"
"2020-09-03","Euskadi","País Vasco","9841","","705","","","","","47","48","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63091-datos-actualizados-covid",""
"2020-09-04","Euskadi","País Vasco","9826","","745","","","","","36","47","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63097-datos-actualizados-covid-euskadi",""
"2020-09-05","Euskadi","País Vasco","7218","","608","","","","","36","47","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63101-euskadi-realizado-332-991-pruebas-pcr-detectado-158-casos-positivos-segunda-ola-epidemica",""
"2020-09-06","Euskadi","País Vasco","6190","","513","","","","","31","49","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63114-datos-actualizados-covid-euskadi",""
"2020-09-07","Euskadi","País Vasco","6836","","397","","","","","32","50","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63124-datos-actualizados-covid-euskadi",""
"2020-09-08","Euskadi","País Vasco","9906","","661","","","","","53","52","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63114-datos-actualizados-covid-euskadi",""
"2020-09-09","Euskadi","País Vasco","8389","","635","","","","","55","55","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63146-datos-actualizados-covid-euskadi",""
"2020-09-10","Euskadi","País Vasco","8917","","547","","","","","42","58","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63158-datos-actualizados-covid-euskadi",""
"2020-09-11","Euskadi","País Vasco","9931","","670","","","","","53","60","","","","","irekia","https://www.irekia.euskadi.eus/es/news/63169-datos-actualizados-covid-euskadi",""
"2020-09-12","Euskadi","País Vasco","7632","","514","","","","","41","61","","","","","irekia","https://www.irekia.euskadi.eus/es/news/63170-datos-actualizados-covid-euskadi",""
"2020-09-13","Euskadi","País Vasco","5990","","290","","","","","25","63","","","","","irekia","https://www.irekia.euskadi.eus/es/news/63184-datos-actualizados-covid-euskadi",""
"2020-09-14","Euskadi","País Vasco","6721","","287","","","","","39","60","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63207-datos-actualizados-covid-euskadi",""
"2020-09-15","Euskadi","País Vasco","9764","","459","","","","","42","56","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63226-datos-actualizados-covid-euskadi",""
"2020-09-16","Euskadi","País Vasco","11125","","579","","","","","49","55","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63249-datos-actualizados-covid-euskadi","8 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-17","Euskadi","País Vasco","9166","","519","","","","","36","53","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63270-datos-actualizados-covid-euskadi","12 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-18","Euskadi","País Vasco","9913","","598","","","","","43","49","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63288-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","5 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-19","Euskadi","País Vasco","9357","","447","","","","","25","53","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63289-datos-actualizados-covid-euskadi","3 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-20","Euskadi","País Vasco","7316","","387","","","","","22","57","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63293-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","9 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-21","Euskadi","País Vasco","8519","","314","","","","","33","55","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63321-datos-actualizados-covid-euskadi","8 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-22","Euskadi","País Vasco","9760","","405","","","","","29","56","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63341-datos-actualizados-covid-euskadi","8 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-23","Euskadi","País Vasco","10825","","518","","","","","43","52","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63361-datos-actualizados-covid-euskadi","28 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-24","Euskadi","País Vasco","9118","","383","","","","","28","46","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63361-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","13 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-25","Euskadi","País Vasco","8649","","398","","","","","27","49","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63413-datos-actualizados-covid-euskadi","9 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-26","Euskadi","País Vasco","9676","","479","","","","","20","50","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63415-datos-actualizados-covid-euskadi","10 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-27","Euskadi","País Vasco","6061","","354","","","","","24","55","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63427-datos-actualizados-covid-euskadi","14 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-28","Euskadi","País Vasco","7373","","285","","","","","28","55","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63457-datos-actualizados-covid-euskadi","9 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-29","Euskadi","País Vasco","9714","","432","","","256","","33","56","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63493-datos-actualizados-covid-euskadi","13 casos en personas con residencia fuera de Euskadi para ese día"
"2020-09-30","Euskadi","País Vasco","10969","","385","","","245","","33","55","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63515-datos-actualizados-covid-euskadi","9 casos en personas con residencia fuera de Euskadi para ese día"
"2020-10-01","Euskadi","País Vasco","7946","","418","","","244","","36","56","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/63550-datos-actualizados-covid-euskadi","20 casos en personas con residencia fuera de Euskadi para ese día"
