"","Fecha","Isla","Provincia","Hospital","Hispitalizados","UCI - Críticas con respirador","UCI - Críticas sin respirador"
"4214","22/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"4215","22/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"4216","22/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",1,0,0
"4217","22/09/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"4218","22/09/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"4219","22/09/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",8,3,0
"4220","22/09/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"4221","22/09/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"4222","22/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",14,8,0
"4223","22/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",29,9,0
"4224","22/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"4225","22/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,1
"4226","22/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",0,0,0
"4227","22/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",1,0,0
"4228","22/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"4229","22/09/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"4230","23/09/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"4231","23/09/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",7,1,0
"4232","23/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",45,25,0
"4233","23/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",78,14,0
"4234","23/09/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"4235","23/09/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",3,0,0
"4236","23/09/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"4237","23/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"4238","23/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"4239","23/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",1,0,0
"4240","23/09/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"4241","23/09/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"4242","23/09/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",6,3,0
"4243","23/09/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"4244","23/09/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"4245","23/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",13,8,0
"4246","23/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",28,10,0
"4247","23/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"4248","23/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,1
"4249","23/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",0,0,0
"4250","23/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",1,0,0
"4251","23/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",1,0,0
"4252","23/09/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"4253","24/09/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"4254","24/09/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",5,1,0
"4255","24/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",44,23,0
"4256","24/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",82,15,0
"4257","24/09/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"4258","24/09/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",3,0,0
"4259","24/09/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"4260","24/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"4261","24/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"4262","24/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",2,0,0
"4263","24/09/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"4264","24/09/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"4265","24/09/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",6,3,0
"4266","24/09/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"4267","24/09/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"4268","24/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",8,9,0
"4269","24/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",45,10,0
"4270","24/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"4271","24/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",1,0,0
"4272","24/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",0,0,0
"4273","24/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",1,0,0
"4274","24/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",1,0,0
"4275","24/09/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"4276","25/09/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"4277","25/09/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",8,2,0
"4278","25/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",45,22,0
"4279","25/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",79,16,0
"4280","25/09/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"4281","25/09/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",3,0,0
"4282","25/09/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"4283","25/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"4284","25/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"4285","25/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",1,0,0
"4286","25/09/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"4287","25/09/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"4288","25/09/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",7,3,0
"4289","25/09/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"4290","25/09/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"4291","25/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",10,10,0
"4292","25/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",43,11,0
"4293","25/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"4294","25/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",1,0,0
"4295","25/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",0,0,0
"4296","25/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",3,0,0
"4297","25/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",1,0,0
"4298","25/09/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"4299","26/09/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"4300","26/09/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",7,2,0
"4301","26/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",47,22,0
"4302","26/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",77,15,0
"4303","26/09/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"4304","26/09/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",3,0,0
"4305","26/09/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"4306","26/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"4307","26/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"4308","26/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"4309","26/09/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"4310","26/09/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"4311","26/09/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",6,3,0
"4312","26/09/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"4313","26/09/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"4314","26/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",15,13,0
"4315","26/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",30,11,0
"4316","26/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"4317","26/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",2,0,0
"4318","26/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",0,0,0
"4319","26/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",2,0,0
"4320","26/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"4321","26/09/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"4322","27/09/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"4323","27/09/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",7,2,0
"4324","27/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",47,22,0
"4325","27/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",77,16,0
"4326","27/09/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"4327","27/09/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",3,0,0
"4328","27/09/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"4329","27/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"4330","27/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"4331","27/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"4332","27/09/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"4333","27/09/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"4334","27/09/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",7,2,0
"4335","27/09/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"4336","27/09/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"4337","27/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",23,14,0
"4338","27/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",24,11,0
"4339","27/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"4340","27/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",2,0,0
"4341","27/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",0,0,0
"4342","27/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",2,0,0
"4343","27/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"4344","27/09/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"4345","28/09/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"4346","28/09/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",6,2,0
"4347","28/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",40,22,0
"4348","28/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",80,17,0
"4349","28/09/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"4350","28/09/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",3,0,0
"4351","28/09/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"4352","28/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"4353","28/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"4354","28/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",1,0,0
"4355","28/09/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"4356","28/09/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"4357","28/09/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",5,2,0
"4358","28/09/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"4359","28/09/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"4360","28/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",25,13,0
"4361","28/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",28,11,0
"4362","28/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"4363","28/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"4364","28/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",0,0,0
"4365","28/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",2,0,0
"4366","28/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"4367","28/09/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"4368","29/09/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"4369","29/09/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",6,2,0
"4370","29/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",40,22,0
"4371","29/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",78,15,0
"4372","29/09/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"4373","29/09/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",1,0,0
"4374","29/09/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"4375","29/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"4376","29/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"4377","29/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",1,0,1
"4378","29/09/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"4379","29/09/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"4380","29/09/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",5,2,0
"4381","29/09/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"4382","29/09/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"4383","29/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",35,11,0
"4384","29/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",35,10,0
"4385","29/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"4386","29/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"4387","29/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",1,0,0
"4388","29/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",2,0,0
"4389","29/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"4390","29/09/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"4391","30/09/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"4392","30/09/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",4,3,0
"4393","30/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",39,22,0
"4394","30/09/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",73,16,0
"4395","30/09/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"4396","30/09/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",1,0,0
"4397","30/09/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"4398","30/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"4399","30/09/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"4400","30/09/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",2,0,0
"4401","30/09/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",1,0,0
"4402","30/09/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"4403","30/09/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",4,2,0
"4404","30/09/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"4405","30/09/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"4406","30/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",32,10,0
"4407","30/09/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",27,10,0
"4408","30/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"4409","30/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"4410","30/09/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",1,0,0
"4411","30/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",3,0,0
"4412","30/09/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"4413","30/09/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"4414","01/10/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"4415","01/10/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",3,3,0
"4416","01/10/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",38,21,0
"4417","01/10/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",72,14,0
"4418","01/10/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"4419","01/10/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",2,0,0
"4420","01/10/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"4421","01/10/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"4422","01/10/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"4423","01/10/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"4424","01/10/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",1,0,0
"4425","01/10/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"4426","01/10/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",5,2,0
"4427","01/10/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"4428","01/10/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"4429","01/10/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",34,9,0
"4430","01/10/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",38,7,0
"4431","01/10/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"4432","01/10/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"4433","01/10/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",1,0,0
"4434","01/10/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",2,0,0
"4435","01/10/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",1,0,0
"4436","01/10/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"4437","02/10/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"4438","02/10/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",5,3,0
"4439","02/10/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",35,20,0
"4440","02/10/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",70,14,0
"4441","02/10/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"4442","02/10/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",1,0,0
"4443","02/10/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"4444","02/10/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"4445","02/10/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"4446","02/10/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"4447","02/10/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",1,0,0
"4448","02/10/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"4449","02/10/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",6,2,0
"4450","02/10/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"4451","02/10/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"4452","02/10/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",22,8,0
"4453","02/10/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",36,7,0
"4454","02/10/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"4455","02/10/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"4456","02/10/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",2,0,0
"4457","02/10/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",1,0,0
"4458","02/10/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",1,0,0
"4459","02/10/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"4460","03/10/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"4461","03/10/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",5,3,0
"4462","03/10/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",35,19,0
"4463","03/10/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",77,13,0
"4464","03/10/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"4465","03/10/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",1,0,0
"4466","03/10/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"4467","03/10/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"4468","03/10/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"4469","03/10/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"4470","03/10/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",1,0,0
"4471","03/10/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"4472","03/10/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",6,2,0
"4473","03/10/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"4474","03/10/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"4475","03/10/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",35,10,0
